companyName,branchName,homepage,prefecture,address,phoneNumber,fax,mailAddress,category1,category2,site,source
株式会社宇津木計器,,http://www.utsukikeiki.co.jp/,神奈川県,神奈川県横浜市戸塚区上矢部町3530,045-813-1239,,MAIL：jinji@utsukikeiki.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001853074/-tab__jd/
株式会社バーテック,,http://www.burrtec.co.jp/,不明,大阪市都島区中野町1-4-12,,,r_info@burrtec.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001853164/-tab__jd
ピープルツリー／フェアトレードカンパニー株式会社,,http://www.peopletree.co.jp,東京都,東京都世田谷区奥沢5-1-16 奥沢駅前ビル3F,,,E-mail：jinji@peopletree.co.jp／採用担当,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001853210/-tab__jd
株式会社simpleshow Japan,,http://simpleshow.com/jp/,東京都,東京都港区南青山4-5-25 シンクレア南青山101,,,Mail：info.japan@simpleshow.com,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001853814/-tab__jd/
株式会社GENESIS ONE【ジェネシス ワン】,,http://genesisone.jp/,東京都,東京都新宿区西新宿7-9-6 寿ビル301,,,MAIL／recruit@genesisone.jp（採用担当）,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001854420/-tab__jd/
ICT Japan株式会社,,,不明,北九州市八幡西区浅川学園台1-12-2,93-692-1058,,メール：sakamoto@ict-japan.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001854464/-tab__jd/
株式会社シスケア（学研ココファングループ）,,http://www.syscare.co.jp/,東京都,東京都新宿区西新宿7-22-36 三井花桐ビル2F,,,Eｰmail：info@syscare.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001854769/-tab__jd
株式会社大和ソフトウェアリサーチ,,http://www.dsr.co.jp/,東京都,東京都千代田区平河町1-2-10 平河町第一生命ビルディング2階,03-3262-8558（代表）,,Email：recruit@dsr.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001855057/-tab__jd/
アクセンチュア株式会社,,http://www.accenture.com/jp-ja,東京都,東京都港区赤坂1-11-44 赤坂インターシティ,,,E-mail：JPN.CMT.Recruiting@accenture.com,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001855429/-tab__jd/
株式会社SOL 梅田オフィス,,http://www.sol-company.jp/,不明,大阪市北区与力町2-11 フォルテ南森町403,06-6300-4748,,【E-mail】 yoshiwoarai@yahoo.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001857009/-tab__jd
ＷＡＳＨハウス株式会社（マザーズ上場）,,http://www.wash-house.jp/,宮崎県,宮崎県宮崎市新栄町８６番地１,,,E-mail:recruit@wash-house.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001857053/-tab__jd/
株式会社クラップス,,http://www.clapsgroup.co.jp/,不明,岡山市北区野田2-11-17 クラップスガーデンスクエア 6階,086-246-4200,,E-mail:recruit@clapsgroup.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001857274/-tab__jd/
株式会社ユニマットプレシャス【ユニマットグループ】,,http://www.unimat-precious.co.jp/,東京都,東京都港区南青山2-12-14,,,E-MAIL：saiyou-r@unimat-precious.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001857290/-tab__jd/
株式会社エイトエンジニアリング,,http://8eng.co.jp/,愛知県,愛知県刈谷市広小路4-205,0566-45-5083,,E-mail：info@8eng.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001857565/-tab__jd/
アイアース株式会社,,http://aijus.com/,東京都,東京都新宿区市谷本村町3－22 ナカバビル2F,,,info@aijus.com,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001857807/-tab__jd/
株式会社あきんどスシロー,,https://www.akindo-sushiro.co.jp/,大阪府,大阪府吹田市江坂町１丁目22番2号,06-6368-1020,,E-mail／ ashr@akindo-sushiro.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001857905/-tab__jd/
小松電子株式会社,,http://www.komatsu-ec.co.jp/,石川県,石川県小松市安宅町甲135番地,0761-21-2000,,E-mail：soumubu@komatsu-ec.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001857915/-tab__jd
コネクシオ株式会社,,https://www.conexio.co.jp/,東京都,東京都新宿区西新宿8-17-1 住友不動産新宿グランドタワー37F,052-569-2311/MAIL:tokai_fresh@conexio.co.jp,,TEL:052-569-2311/MAIL:tokai_fresh@conexio.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001857922/-tab__jd
株式会社環境管理センター（JASDAQ上場）,,https://www.kankyo-kanri.co.jp/,東京都,東京都八王子市散田町3-7-23,042-673-0500(代)／採用担当,,E-mail:ecc@kankyo-kanri.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001857926/-tab__jd/
株式会社ファイブスター,,http://www.f-star.co.jp,滋賀県,滋賀県彦根市河原２丁目１－９,0120-205-095,,【Email】 takayama@f-star.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001857928/-tab__jd
株式会社ホリ乳業,,http://www.horimilk.co.jp/,石川県,石川県金沢市袋畠町北62,,,E-mail araki@horimilk.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001857930/-tab__jd
旭電機設備工業株式会社,,http://www.asaeng.co.jp/,石川県,石川県かほく市遠塚イ61番地8,076-275-1722,,Mail：asaeng@lilac.ocn.ne.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001857940/-tab__jd
株式会社ユニバース,,http://www.universe.co.jp/,青森県,青森県八戸市大字長苗代字前田83-1,0120-347-743（採用フリーコール）,,Eメール：jinji@universe.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001858041/-tab__jd
ハイコンポーネンツ青森株式会社,,http://www.hc-aomori.co.jp/,青森県,青森県北津軽郡鶴田町大字山道字小泉275,0173-22-6340,,EMAIL：hca.somu@hc-aomori.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001858054/-tab__jd
大東建託パートナーズ株式会社,,http://www.kentaku-partners.com/,東京都,東京都港区港南二丁目16番1号,03-5782-8752宛,,Mail：sm092880@kentaku.co.jp、mh300123@kentaku.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001858105/-tab__jd
アンデス電気株式会社,,http://www.andes.co.jp/,青森県,青森県八戸市桔梗野工業団地１丁目３番地１号,0178-20-2811,,メール：job@andes.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001858113/-tab__jd
高山リード株式会社,,http://www.takayamareed.co.jp/,石川県,石川県金沢市神宮寺2-27-20,076-252-2266,,メール：soumu@takayamareed.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001858134/-tab__jd
株式会社トライブ,,https://tribe.bz/,東京都,東京都渋谷区円山町5-5 NAVI渋谷V 3F・4F・5F,03-5428-5170,,E-mail： saiyo@tribe.bz,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001859320/-tab__jd/
株式会社エグゼクティブプロテクション,,http://www.ex-pr.com/,東京都,東京都港区六本木4-12-8 第6DMJビル 3F,,,E-mail：saiyou@ex-pr.com（採用担当）,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001860406/-tab__jd
株式会社ラーゴ,,http://www.la-5.com/,埼玉県,埼玉県新座市野火止5-23-25,,,メールアドレス：jinji@la-5.com,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001860859/-tab__jd
株式会社フェス,,http://www.e-fess.co.jp/,東京都,東京都豊島区東池袋3-1-1 サンシャイン60 21F,,,E-mail：fess-saiyo@e-fess.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001860938/-tab__jd
川崎重工業株式会社（東証・名証一部上場）,,http://www.khi.co.jp/,兵庫県,兵庫県神戸市中央区東川崎町1-1-3 神戸クリスタルタワー,,,E-mail／saiyo_kcp@corp.khi.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001861464/-tab__jd
ライオン株式会社,,http://www.lion.co.jp,東京都,東京都墨田区本所1-3-7,,,E-mail:hrcareer@lion.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001861530/-tab__jd
トヨタテクニカルディベロップメント株式会社（トヨタ自動車100％出資）,,http://www.toyota-td.jp/,愛知県,愛知県豊田市花本町井前1-9,0120-375-791,,MAIL／ttdc_c@disc.co.jp TEL／0120-375-791,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001861549/-tab__jd
株式会社サードウェーブ（THIRDWAVE）,,http://info.twave.co.jp/,東京都,東京都千代田区外神田2-14-10 第2電波ビル,,,Mail：recruit@twave.co.jp／採用担当,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001861582/-tab__jd/
株式会社ソフトクリエイトホールディングス（東証一部上場）,,http://www.softcreate-holdings.co.jp/,東京都,東京都渋谷区渋谷2-15-1 渋谷クロスタワー,,,E-mail／career@softcreate.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001861609/-tab__jd/
株式会社ナカニシ,,http://www.nsk-nakanishi.co.jp/industrial/,栃木県,栃木県鹿沼市下日向700,0289-90-0101 FAX：0289-62-5636,,E-Mail：jinji@nsk-nakanishi.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001861679/-tab__jd/
ティーアールダブリュオートモーティブジャパン株式会社【TRW（ZFグループ）】,,https://www.zf.com/,神奈川県,神奈川県横浜市中区新山下1-16-5,,,MAIL yokohama.hr@trw.com,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001861785/-tab__jd/
ブラザー工業株式会社／東証・名証一部上場,,http://www.brother.co.jp/r/career/,愛知県,愛知県名古屋市瑞穂区苗代町15-1,0120-212-510,,MAIL：career@brother.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001862652/-tab__jd
ダッシングディバインターナショナル株式会社（ヒューマンホールディングス株式会社100％出資）,,http://www.dashingdiva.co.jp/,東京都,東京都新宿区西新宿7-5-25 西新宿木村屋ビル3F,03-6846-8501（mail：saiyou02@athuman.com)／採用担当まで,,TEL：03-6846-8501（mail：saiyou02@athuman.com)／採用担当まで,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001863381/-tab__jd/
株式会社BKT,,http://www.b-k-t.co.jp,石川県,石川県能美郡川北町三反田西79-4,,,MAIL：aoki@b-k-t.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001863406/-tab__jd/
株式会社ジェイテック,,http://www.j-tech66.co.jp/,青森県,青森県上北郡六ヶ所村大字尾駮字弥栄平1-108,0175-71-2450,,e-mail/h-tsukidate@j-tech66.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001864019/-tab__jd
株式会社ソフテック 八戸事業所,,http://www.softech.co.jp/,東京都,東京都新宿区四谷2-8 第7新菱ビル,0178-20-3861 E-mail: info_employ@softech.co.jp,,tel.0178-20-3861 E-mail: info_employ@softech.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001864041/-tab__jd
株式会社めんこいメディアブレーン,,http://www.menkoi-mb.jp,岩手県,岩手県盛岡市本宮5丁目2-15,019-656-3133,,メールアドレス inq@menkoi-mb.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001864054/-tab__jd
株式会社ワオ・コーポレーション,,http://www.wao-corp.com/,大阪府,大阪府大阪市北区中崎町1-5-14 WAO第2ビル(大阪本社),0120-188-335,,（E-mail） axisfc_info@wao-corp.com,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001864059/-tab__jd
株式会社クレスコ（東証一部上場企業）,,https://www.cresco.co.jp/,東京都,東京都港区港南2-15-1 品川インターシティA棟 25階～27階,03-5769-8055,,MAIL：career@cresco.co.jp 採用担当,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001864147/-tab__jd
株式会社日産サティオ千葉,,http://www.nissan-satio-chiba.co.jp,不明,千葉市美浜区稲毛海岸2-1-21,043-241-2132／総務部採用担当 深山（ミヤマ）,,Email:scb002003@nissan-satio-chiba.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001864150/-tab__jd/
銀河電機工業株式会社,,http://www.ginga-motor.co.jp/,三重県,三重県三重郡川越町高松6,059-364-3141／採用担当 経営管理部 後藤（ごとう）,,メールアドレス：info@ginga-motor.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001865510/-tab__jd
株式会社グッドクロス,,,東京都,東京都品川区西五反田２－２８－５ 第二オークラビル2階,,,Mail:saiyo@goodcross.com,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001865609/-tab__jd
株式会社DeNA Games Osaka,,http://denagames.jp/,大阪府,大阪府大阪市北区梅田1-12-12 東京建物梅田ビル6F,,,E-MAIL：osaka-career@dena.com,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001865616/-tab__jd
BSCモーゲージバンク株式会社,,http://www.bs-consulting.co.jp/bscm/,東京都,東京都新宿区西新宿1-26-2 新宿野村ビル14F,03-5990-5750,,Eメール：soumu@bs-consulting.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001865980/-tab__jd/
メトロ設計株式会社,,http://www.metro-ec.co.jp/,東京都,東京都台東区下谷1丁目11番15号ソレイユ入谷,,,メール：soumu@metro-ec.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001866355/-tab__jd/
株式会社イメージ・マジック,,http://www.imagemagic.jp/,東京都,◆神田事業所／東京都千代田区内神田2-15-15 竹橋ビル4F ◆本社／東京都板橋区小豆沢1-7-16,,,e-mail：recruit@imagemagic.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001866388/-tab__jd/
株式会社ＭＣＲアナリティクス,,https://mcr-a.com/,東京都,東京都中央区日本橋茅場町1丁目10-8,,,E-mail：job-info@mcr-a.com,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001868335/-tab__jd/
ＬＩＮＥ Ｆｕｋｕｏｋａ株式会社,,https://linefukuoka.co.jp/ja/,福岡県,福岡県福岡市博多区博多駅中央街8-1 JRJP博多ビル12F,,,Mail：fk_recruit@linecorp.com,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001868617/-tab__jd
中日本ハウス（中日本建設株式会社）,,http://www.na-house.co.jp/,愛知県,愛知県名古屋市名東区本郷2-47,052-776-6000 採用担当,,MAIL/info@na-house.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001871086/-tab__jd/
株式会社クボタ（東証一部上場）,,http://www.kubota.co.jp,大阪府,大阪府大阪市浪速区敷津東1-2-47,,,E-mail：kubota-jimukyoku@rs-career.com／人事部採用グループ,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001871250/-tab__jd
吉浦運送株式会社,,http://www.ytc-log.co.jp,不明,福岡市中央区那ノ津3丁目14番14号,092－771－5171,,Mail:nakamura@ytc-log.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001871480/-tab__jd
クラスタイル株式会社,,http://www.crastyle.co.jp/,東京都,東京都町田市森野1-11-14 TMビル2～3F,,,メール：watanabe@crastyle.co.jp（渡辺）,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001871497/-tab__jd
UNCHI株式会社,,http://www.unchi-co.com/,大阪府,大阪府大阪市淀川区西中島1-13-21 永田ビル3F,06-7175-6474,,メール：info@unchi-co.com,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001871519/-tab__jd
髙瀬物産株式会社,,https://www.takasebussan.co.jp/,東京都,東京都中央区築地2-1-8,03-3545-7541,,E-mail：jinji@takasebussan.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001872723/-tab__jd
ローム株式会社,,http://www.rohm.co.jp/web/japan/,京都府,京都府京都市右京区西院溝崎町21,075‐321‐5121,,E:mail:hr@rohm.co.jp／採用グループ・中途採用担当,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001873094/-tab__jd
株式会社オートウェイ,,http://www.autoway.jp/,福岡県,福岡県京都郡苅田町苅田3787-62,093-436-4811(平日：9～18時),,メール：saiyo@autoway.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001873131/-tab__jd
株式会社電通国際情報サービス（東証一部上場）,,https://www.isid.co.jp/,東京都,本社／東京都港区港南2-17-1,,,E‐Mail：isid-saiyo@rs-career.com,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001873214/-tab__jd
ユニーテック株式会社,,http://www.uniqtech.co.jp,千葉県,千葉県柏市柏367-2,0120-81-9788,,E-Mail:eigyo@uniqtech.co.jp／採用担当,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001873227/-tab__jd
三井不動産グループ合同募集,,http://www.mitsuifudosan.co.jp/,東京都,東京都中央区銀座6-17-1（三井不動産レジデンシャル株式会社）,,,連絡先メールアドレス／mfr-hinki@mfr.co.jp 採用担当,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001873610/-tab__jd/
トーテックフロンティア株式会社,,http://www.totecfrontier.co.jp/,愛知県,愛知県名古屋市西区名駅2-27-8 名古屋プライムセントラルタワー7F,052-533-6911,,E-MAIL：8026@totec.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001874362/-tab__jd/
株式会社アルファエージェント【本社営業部 千葉営業所 さいたま営業所 北関東支社】,,http://www.al-agent.com/,東京都,東京都中央区日本橋1-2-10 東洋ビル6F,03-3275-1321（※受付／10:00～19:30）,,E-mail：qjin@al-agent.com,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001874425/-tab__jd
アスモ株式会社／デンソーグループ,,http://www.asmo.co.jp/,静岡県,静岡県湖西市梅田390,053-577-3328 採用担当,,MAIL／career-postbox@asmo.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001875118/-tab__jd
株式会社ザラ・ジャパン （INDITEXグループ）,,http://www.zara.com/,東京都,東京都渋谷区恵比寿西1-10-11 フジワラビル7F,,,E-mail：jinji@zara.co.jp/採用担当,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001875645/-tab__jd
バルミューダ株式会社,,https://www.balmuda.com/jp/,東京都,東京都武蔵野市境南町5-1-21,,,E-Mail：recruit@balmuda.com ／管理部 人事・総務チーム／山川・村田,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001875807/-tab__jd
"マネックス証券株式会社（Monex, Inc.）",,https://www.monex.co.jp/,東京都,東京都港区赤坂1-12-32 アーク森ビル25階,,,Mail：saiyo@monex.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001876026/-tab__jd/
MARCUS EVANS JAPAN LIMITED,,http://www.marcusevans-summits-japan.com/,東京都,東京都千代田区麹町4-5-4 桜井ビル4F,03-5210-7350(採用担当),,E-mail:saiyou@marcusevansjp.com,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001876628/-tab__jd
ドリームビジョン株式会社,,http://www.dream-v.co.jp/,東京都,東京都中央区日本橋小伝馬町9-10 小伝馬町ビル5F,03-6661-9626/管理本部 武井 啓子,,メールアドレス：shain@dream-v.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001877096/-tab__jd/
税理士法人TACT高井法博会計事務所,,http://www.tact-group.com/,岐阜県,岐阜県岐阜市打越546-2,058-233-3333（代）／採用担当 山田（やまだ）,,メールアドレス：info@tact-group.com,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001877608/-tab__jd
株式会社IDOM【東証一部上場】（旧社名：株式会社ガリバーインターナショナル）,,http://www.glv.co.jp/,東京都,東京都千代田区丸の内2-7-3 東京ビルディング25階,0120-998-100（平日10:00～18:30／人事直通）,,E-mail：saiyo_cc@glv.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001877643/-tab__jd/
京越株式会社,,http://www.kyoetsu.co.jp/,不明,京都市北区大宮西総門口町42番1 京越ビル3F,075-203-7846 E-mail:n_matsuoka@kyoetsu.net,,TEL:075-203-7846 E-mail:n_matsuoka@kyoetsu.net,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001877740/-tab__jd
SCSKサービスウェア株式会社＜SCSK株式会社100％出資会社＞,,http://www.scskserviceware.co.jp/,東京都,東京都江東区豊洲3-2-24 豊洲フォレシア12階,0120-825-561（採用担当宛）,,MAIL：od-recruit.sp@scskserviceware.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001877751/-tab__jd
石川特殊特急製本株式会社,,http://www.issmain.co.jp/,大阪府,大阪府大阪市中央区龍造寺町7-38（本社）,6-6762-5858,,E-mail：keiri@issmain.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001877878/-tab__jd
株式会社放送技術社,,http://www.khg-net.co.jp/,東京都,東京都港区六本木3-5-27 六本木山田ビル5F,03-5572-6811（代表）,,メール：saiyou@khg-net.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001879206/-tab__jd
株式会社マキタ／東証・名証一部上場,,http://www.makita.co.jp/index.html,愛知県,愛知県安城市住吉町3-11-8,0566-97-1720／人財開発課 キャリア採用担当,,E-Mail：saiyo_mkt@m1.makita.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001879936/-tab__jd
独立行政法人 国際協力機構 Japan International Cooperation Agency（JICA）,,http://www.jica.go.jp/,東京都,東京都千代田区二番町5-25 二番町センタービル 1～6階,,,E-Mail：ostpm@jica.go.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001880068/-tab__jd
独立行政法人 国際協力機構 Japan International Cooperation Agency（JICA）,,https://www.jica.go.jp/,東京都,東京都千代田区二番町5-25 二番町センタービル 1～6階,03-5226-6386,,Emailアドレス：evte1@jica.go.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001880124/-tab__jd
株式会社情報戦略テクノロジー,,http://www.is-tech.co.jp/,東京都,東京都渋谷区東3-9-19 VORT恵比寿maxim 8F,,,E-mail：recruit@is-tech.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001882153/-tab__jd
サンワード貿易株式会社,,http://www.sunward-t.co.jp/,東京都,東京都新宿区下宮比町3-2 飯田橋スクエアビル 7F,0120-934-179（採用専用ダイヤル）,,メール： saiyo@sunward-t.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001882521/-tab__jd/
株式会社日立ビルシステム(日立グループ),,http://www.hbs.co.jp,東京都,東京都千代田区神田淡路町二丁目101番地 （ワテラスタワー）,,,Email: hbs-saiyo@saizou.com,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001882908/-tab__jd
株式会社メルカリ,,https://www.mercari.com/jp/jobs/,東京都,東京都港区六本木6‐10‐1 六本木ヒルズ森タワー18F,,,Mail：rec-cs@mercari.com／採用担当,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001882951/-tab__jd
Ｈｉｆリゾート株式会社,,,石川県,石川県小松市日の出町4-93,0761-24-6120,,E-mail:abe.m@hakusui.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001883150/-tab__jd
株式会社武田工業所,,,石川県,石川県小松市月津町ワ3番地,0761-43-2321,,mail:soumu@takedakogyosyo.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001883162/-tab__jd
前多工業株式会社,,,石川県,石川県能美市中町レ67-1,0761）55-1325,,mail：hara@maedakougyou.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001883163/-tab__jd
株式会社テクノプロ テクノプロ・IT社 金沢支店,,http://www.technopro.com/it,東京都,東京都港区六本木6-10-1 六本木ヒルズ森タワー35階,070-3627-7652,,Mail:saiyo-kanazawa-it@technopro.com,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001883172/-tab__jd
弘前航空電子株式会社,,http://www.hae.jae.co.jp,青森県,青森県弘前市清野袋5-5-1,0172-68-2966,,Eメール：itoumnb@hae.jae.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001883189/-tab__jd
上北建設株式会社,,http://kamikita.co.jp/,青森県,青森県十和田市穂並町2番62号,0176-23-3511,,メール：soumu@kamikita．Co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001883197/-tab__jd
アツギ東北株式会社,,http://www.atsugi.co.jp,神奈川県,神奈川県海老名市大谷北1丁目9番1号,0175-22-2311,,メール：y.yokoyama@atsugi.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001883205/-tab__jd
株式会社ザックス,,http://www.zax.co.jp,青森県,青森県下北郡東通村大字田屋字上流11-1,0175-27-2700,,問合せ用メールアドレス：support@zax.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001883227/-tab__jd
エイチームグループ合同募集,,http://www.a-tm.co.jp/recruit/,愛知県,【各社共通】愛知県名古屋市中村区名駅3-28-12 大名古屋ビルヂング32F,052-747-5575,,MAIL：saiyo@a-tm.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001884547/-tab__jd
テクバン株式会社,,https://www.techvan.co.jp/,東京都,東京都港区芝5-33-7 徳栄ビル本館 2F,03-5418-8510,,e-mail：career@techvan.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001884567/-tab__jd/
株式会社イメージ・マジック,,http://www.imagemagic.jp/,東京都,◆神田事業所／東京都千代田区内神田2-15-15 竹橋ビル4F ◆本社／東京都板橋区小豆沢1-7-16,,,e-mail:recruit@imagemagic.co.jp,その他,その他,Doda,https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3001884610/-tab__jd/
